"","","Month","Month1","Country","Percentage Change"
"3025",NA,"Apr-20",1,"Lesotho","-100"
"3026",NA,"May-20",2,"Lesotho","-100"
"3027",NA,"Jun-20",3,"Lesotho","-100"
"3028",NA,"Jul-20",4,"Lesotho","-100"
"3029",NA,"Aug-20",5,"Lesotho","-100"
"3030",NA,"Sep-20",6,"Lesotho","-100"
"3031",NA,"Oct-20",7,"Lesotho","-100"
"3032",NA,"Nov-20",8,"Lesotho","-100"
"3033",NA,"Dec-20",9,"Lesotho","-100"
"3034",NA,"Jan-21",10,"Lesotho","-100"
"3035",NA,"Feb-21",11,"Lesotho","-100"
"3036",NA,"Mar-21",12,"Lesotho","-100"
"3037",NA,"Apr-21",13,"Lesotho","-100"
"3038",NA,"May-21",14,"Lesotho","-100"
"3039",NA,"Jun-21",15,"Lesotho","-100"
"3040",NA,"Jul-21",16,"Lesotho","-100"
"3041",NA,"Apr-20",1,"Madagascar","-100"
"3042",NA,"May-20",2,"Madagascar","-100"
"3043",NA,"Jun-20",3,"Madagascar","-100"
"3044",NA,"Jul-20",4,"Madagascar","-100"
"3045",NA,"Aug-20",5,"Madagascar","-100"
"3046",NA,"Sep-20",6,"Madagascar","-100"
"3047",NA,"Oct-20",7,"Madagascar","-100"
"3048",NA,"Nov-20",8,"Madagascar","-100"
"3049",NA,"Dec-20",9,"Madagascar","-100"
"3050",NA,"Jan-21",10,"Madagascar","-100"
"3051",NA,"Feb-21",11,"Madagascar","-100"
"3052",NA,"Mar-21",12,"Madagascar","-100"
"3053",NA,"Apr-21",13,"Madagascar","-100"
"3054",NA,"May-21",14,"Madagascar","-100"
"3055",NA,"Jun-21",15,"Madagascar","-100"
"3056",NA,"Jul-21",16,"Madagascar","-100"
"3057",NA,"Apr-20",1,"Malawi","-100"
"3058",NA,"May-20",2,"Malawi","-100"
"3059",NA,"Jun-20",3,"Malawi","-100"
"3060",NA,"Jul-20",4,"Malawi","-100"
"3061",NA,"Aug-20",5,"Malawi","-100"
"3062",NA,"Sep-20",6,"Malawi","-100"
"3063",NA,"Oct-20",7,"Malawi","-100"
"3064",NA,"Nov-20",8,"Malawi","-100"
"3065",NA,"Dec-20",9,"Malawi","-100"
"3066",NA,"Jan-21",10,"Malawi","-100"
"3067",NA,"Feb-21",11,"Malawi","-100"
"3068",NA,"Mar-21",12,"Malawi","-100"
"3069",NA,"Apr-21",13,"Malawi","-100"
"3070",NA,"May-21",14,"Malawi","-100"
"3071",NA,"Jun-21",15,"Malawi","-100"
"3072",NA,"Jul-21",16,"Malawi","-100"
"3073",NA,"Apr-20",1,"Mauritius","-100"
"3074",NA,"May-20",2,"Mauritius","-100"
"3075",NA,"Jun-20",3,"Mauritius","-96"
"3076",NA,"Jul-20",4,"Mauritius","-100"
"3077",NA,"Aug-20",5,"Mauritius","-100"
"3078",NA,"Sep-20",6,"Mauritius","-100"
"3079",NA,"Oct-20",7,"Mauritius","-100"
"3080",NA,"Nov-20",8,"Mauritius","-98"
"3081",NA,"Dec-20",9,"Mauritius","-100"
"3082",NA,"Jan-21",10,"Mauritius","-100"
"3083",NA,"Feb-21",11,"Mauritius","-98"
"3084",NA,"Mar-21",12,"Mauritius","-98"
"3085",NA,"Apr-21",13,"Mauritius","-98"
"3086",NA,"May-21",14,"Mauritius","-96"
"3087",NA,"Jun-21",15,"Mauritius","-98"
"3088",NA,"Jul-21",16,"Mauritius","-98"
"3089",NA,"Apr-20",1,"Mozambique","-100"
"3090",NA,"May-20",2,"Mozambique","-100"
"3091",NA,"Jun-20",3,"Mozambique","-100"
"3092",NA,"Jul-20",4,"Mozambique","-100"
"3093",NA,"Aug-20",5,"Mozambique","-100"
"3094",NA,"Sep-20",6,"Mozambique","-100"
"3095",NA,"Oct-20",7,"Mozambique","-100"
"3096",NA,"Nov-20",8,"Mozambique","-100"
"3097",NA,"Dec-20",9,"Mozambique","-100"
"3098",NA,"Jan-21",10,"Mozambique","-100"
"3099",NA,"Feb-21",11,"Mozambique","-100"
"3100",NA,"Mar-21",12,"Mozambique","0"
"3101",NA,"Apr-21",13,"Mozambique","-100"
"3102",NA,"May-21",14,"Mozambique","-100"
"3103",NA,"Jun-21",15,"Mozambique","-100"
"3104",NA,"Jul-21",16,"Mozambique","-100"
"3105",NA,"Apr-20",1,"Namibia","-100"
"3106",NA,"May-20",2,"Namibia","-100"
"3107",NA,"Jun-20",3,"Namibia","-100"
"3108",NA,"Jul-20",4,"Namibia","-100"
"3109",NA,"Aug-20",5,"Namibia","-100"
"3110",NA,"Sep-20",6,"Namibia","-100"
"3111",NA,"Oct-20",7,"Namibia","-100"
"3112",NA,"Nov-20",8,"Namibia","-100"
"3113",NA,"Dec-20",9,"Namibia","-100"
"3114",NA,"Jan-21",10,"Namibia","-100"
"3115",NA,"Feb-21",11,"Namibia","-100"
"3116",NA,"Mar-21",12,"Namibia","-100"
"3117",NA,"Apr-21",13,"Namibia","-100"
"3118",NA,"May-21",14,"Namibia","-100"
"3119",NA,"Jun-21",15,"Namibia","-100"
"3120",NA,"Jul-21",16,"Namibia","-100"
"3121",NA,"Apr-20",1,"Reunion","0"
"3122",NA,"May-20",2,"Reunion","0"
"3123",NA,"Jun-20",3,"Reunion","0"
"3124",NA,"Jul-20",4,"Reunion","0"
"3125",NA,"Aug-20",5,"Reunion","0"
"3126",NA,"Sep-20",6,"Reunion","0"
"3127",NA,"Oct-20",7,"Reunion","0"
"3128",NA,"Nov-20",8,"Reunion","0"
"3129",NA,"Dec-20",9,"Reunion","0"
"3130",NA,"Jan-21",10,"Reunion","0"
"3131",NA,"Feb-21",11,"Reunion","0"
"3132",NA,"Mar-21",12,"Reunion","0"
"3133",NA,"Apr-21",13,"Reunion","0"
"3134",NA,"May-21",14,"Reunion","0"
"3135",NA,"Jun-21",15,"Reunion","0"
"3136",NA,"Jul-21",16,"Reunion","0"
"3137",NA,"Apr-20",1,"Rwanda","-100"
"3138",NA,"May-20",2,"Rwanda","-100"
"3139",NA,"Jun-20",3,"Rwanda","-100"
"3140",NA,"Jul-20",4,"Rwanda","-100"
"3141",NA,"Aug-20",5,"Rwanda","-100"
"3142",NA,"Sep-20",6,"Rwanda","-100"
"3143",NA,"Oct-20",7,"Rwanda","-100"
"3144",NA,"Nov-20",8,"Rwanda","-100"
"3145",NA,"Dec-20",9,"Rwanda","-100"
"3146",NA,"Jan-21",10,"Rwanda","-100"
"3147",NA,"Feb-21",11,"Rwanda","-100"
"3148",NA,"Mar-21",12,"Rwanda","-100"
"3149",NA,"Apr-21",13,"Rwanda","0"
"3150",NA,"May-21",14,"Rwanda","-100"
"3151",NA,"Jun-21",15,"Rwanda","-100"
"3152",NA,"Jul-21",16,"Rwanda","-100"
"3153",NA,"Apr-20",1,"Seychelles","-100"
"3154",NA,"May-20",2,"Seychelles","-100"
"3155",NA,"Jun-20",3,"Seychelles","-100"
"3156",NA,"Jul-20",4,"Seychelles","-100"
"3157",NA,"Aug-20",5,"Seychelles","-100"
"3158",NA,"Sep-20",6,"Seychelles","-100"
"3159",NA,"Oct-20",7,"Seychelles","-100"
"3160",NA,"Nov-20",8,"Seychelles","-100"
"3161",NA,"Dec-20",9,"Seychelles","-100"
"3162",NA,"Jan-21",10,"Seychelles","-100"
"3163",NA,"Feb-21",11,"Seychelles","-100"
"3164",NA,"Mar-21",12,"Seychelles","-100"
"3165",NA,"Apr-21",13,"Seychelles","-100"
"3166",NA,"May-21",14,"Seychelles","-100"
"3167",NA,"Jun-21",15,"Seychelles","-100"
"3168",NA,"Jul-21",16,"Seychelles","-100"
"3169",NA,"Apr-20",1,"Somalia","-100"
"3170",NA,"May-20",2,"Somalia","-50"
"3171",NA,"Jun-20",3,"Somalia","-100"
"3172",NA,"Jul-20",4,"Somalia","-100"
"3173",NA,"Aug-20",5,"Somalia","-100"
"3174",NA,"Sep-20",6,"Somalia","-100"
"3175",NA,"Oct-20",7,"Somalia","-100"
"3176",NA,"Nov-20",8,"Somalia","-100"
"3177",NA,"Dec-20",9,"Somalia","-100"
"3178",NA,"Jan-21",10,"Somalia","-100"
"3179",NA,"Feb-21",11,"Somalia","-50"
"3180",NA,"Mar-21",12,"Somalia","-50"
"3181",NA,"Apr-21",13,"Somalia","0"
"3182",NA,"May-21",14,"Somalia","-50"
"3183",NA,"Jun-21",15,"Somalia","-100"
"3184",NA,"Jul-21",16,"Somalia","-50"
"3185",NA,"Apr-20",1,"South Africa","-95.82309582"
"3186",NA,"May-20",2,"South Africa","-95.82309582"
"3187",NA,"Jun-20",3,"South Africa","-91.89189189"
"3188",NA,"Jul-20",4,"South Africa","-98.77149877"
"3189",NA,"Aug-20",5,"South Africa","-97.54299754"
"3190",NA,"Sep-20",6,"South Africa","-98.03439803"
"3191",NA,"Oct-20",7,"South Africa","-92.87469287"
"3192",NA,"Nov-20",8,"South Africa","-90.66339066"
"3193",NA,"Dec-20",9,"South Africa","-88.6977887"
"3194",NA,"Jan-21",10,"South Africa","-92.62899263"
"3195",NA,"Feb-21",11,"South Africa","-95.08599509"
"3196",NA,"Mar-21",12,"South Africa","-93.61179361"
"3197",NA,"Apr-21",13,"South Africa","-91.64619165"
"3198",NA,"May-21",14,"South Africa","-88.6977887"
"3199",NA,"Jun-21",15,"South Africa","-90.90909091"
"3200",NA,"Jul-21",16,"South Africa","-93.8574939"
"3201",NA,"Apr-20",1,"Eswatini","0"
"3202",NA,"May-20",2,"Eswatini","0"
"3203",NA,"Jun-20",3,"Eswatini","0"
"3204",NA,"Jul-20",4,"Eswatini","0"
"3205",NA,"Aug-20",5,"Eswatini","0"
"3206",NA,"Sep-20",6,"Eswatini","0"
"3207",NA,"Oct-20",7,"Eswatini","0"
"3208",NA,"Nov-20",8,"Eswatini","0"
"3209",NA,"Dec-20",9,"Eswatini","0"
"3210",NA,"Jan-21",10,"Eswatini","0"
"3211",NA,"Feb-21",11,"Eswatini","0"
"3212",NA,"Mar-21",12,"Eswatini","0"
"3213",NA,"Apr-21",13,"Eswatini","0"
"3214",NA,"May-21",14,"Eswatini","0"
"3215",NA,"Jun-21",15,"Eswatini","0"
"3216",NA,"Jul-21",16,"Eswatini","0"
"3217",NA,"Apr-20",1,"Tanzania","-100"
"3218",NA,"May-20",2,"Tanzania","-100"
"3219",NA,"Jun-20",3,"Tanzania","-100"
"3220",NA,"Jul-20",4,"Tanzania","-100"
"3221",NA,"Aug-20",5,"Tanzania","-100"
"3222",NA,"Sep-20",6,"Tanzania","-100"
"3223",NA,"Oct-20",7,"Tanzania","-80"
"3224",NA,"Nov-20",8,"Tanzania","-100"
"3225",NA,"Dec-20",9,"Tanzania","-100"
"3226",NA,"Jan-21",10,"Tanzania","-100"
"3227",NA,"Feb-21",11,"Tanzania","-100"
"3228",NA,"Mar-21",12,"Tanzania","-100"
"3229",NA,"Apr-21",13,"Tanzania","-100"
"3230",NA,"May-21",14,"Tanzania","-100"
"3231",NA,"Jun-21",15,"Tanzania","-80"
"3232",NA,"Jul-21",16,"Tanzania","-100"
"3233",NA,"Apr-20",1,"Uganda","-100"
"3234",NA,"May-20",2,"Uganda","-100"
"3235",NA,"Jun-20",3,"Uganda","-100"
"3236",NA,"Jul-20",4,"Uganda","-100"
"3237",NA,"Aug-20",5,"Uganda","-100"
"3238",NA,"Sep-20",6,"Uganda","-100"
"3239",NA,"Oct-20",7,"Uganda","-100"
"3240",NA,"Nov-20",8,"Uganda","-75"
"3241",NA,"Dec-20",9,"Uganda","-100"
"3242",NA,"Jan-21",10,"Uganda","-100"
"3243",NA,"Feb-21",11,"Uganda","-75"
"3244",NA,"Mar-21",12,"Uganda","-100"
"3245",NA,"Apr-21",13,"Uganda","-75"
"3246",NA,"May-21",14,"Uganda","-100"
"3247",NA,"Jun-21",15,"Uganda","-100"
"3248",NA,"Jul-21",16,"Uganda","-75"
"3249",NA,"Apr-20",1,"Zambia","-100"
"3250",NA,"May-20",2,"Zambia","-100"
"3251",NA,"Jun-20",3,"Zambia","-100"
"3252",NA,"Jul-20",4,"Zambia","-100"
"3253",NA,"Aug-20",5,"Zambia","-80"
"3254",NA,"Sep-20",6,"Zambia","-100"
"3255",NA,"Oct-20",7,"Zambia","-80"
"3256",NA,"Nov-20",8,"Zambia","-100"
"3257",NA,"Dec-20",9,"Zambia","-80"
"3258",NA,"Jan-21",10,"Zambia","-80"
"3259",NA,"Feb-21",11,"Zambia","-100"
"3260",NA,"Mar-21",12,"Zambia","-80"
"3261",NA,"Apr-21",13,"Zambia","-60"
"3262",NA,"May-21",14,"Zambia","-60"
"3263",NA,"Jun-21",15,"Zambia","-80"
"3264",NA,"Jul-21",16,"Zambia","-80"
"3265",NA,"Apr-20",1,"Zimbabwe","-100"
"3266",NA,"May-20",2,"Zimbabwe","-97.05882353"
"3267",NA,"Jun-20",3,"Zimbabwe","-97.05882353"
"3268",NA,"Jul-20",4,"Zimbabwe","-97.05882353"
"3269",NA,"Aug-20",5,"Zimbabwe","-100"
"3270",NA,"Sep-20",6,"Zimbabwe","-97.05882353"
"3271",NA,"Oct-20",7,"Zimbabwe","-97.05882353"
"3272",NA,"Nov-20",8,"Zimbabwe","-88.23529412"
"3273",NA,"Dec-20",9,"Zimbabwe","-85.29411765"
"3274",NA,"Jan-21",10,"Zimbabwe","-94.11764706"
"3275",NA,"Feb-21",11,"Zimbabwe","-82.35294118"
"3276",NA,"Mar-21",12,"Zimbabwe","-85.29411765"
"3277",NA,"Apr-21",13,"Zimbabwe","-88.23529412"
"3278",NA,"May-21",14,"Zimbabwe","-85.29411765"
"3279",NA,"Jun-21",15,"Zimbabwe","-88.23529412"
"3280",NA,"Jul-21",16,"Zimbabwe","-94.1176471"
